WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Guard	11	11	Guard,Priest,Countess,Handmaid,Prince,Guard
Baron.opp	3	3	Countess
Baron	10	10	
Guard	11	11	
Guard	7	7	
Baron	5	5	
Baron.opp	6	6	
Baron	7	7	
Baron.opp	4	4	Guard
Baron	10	10	Baron,Priest,Handmaid,Prince,Countess
Baron.opp	8	8	Priest,Guard,Guard
Baron.opp	8	8	Guard,Prince,Prince,Countess
Baron	8	8	
Guard	11	11	
Prince.opp	10	10	
Baron	4	4	
Prince.opp	11	11	
Guard	6	6	Guard,Guard,Prince
Baron.opp	4	4	
Guard	11	11	Guard,Prince,Countess,Handmaid
Guard	2	2	Guard
Baron.opp	10	10	Guard,Guard,Prince,Prince,Countess
Baron	8	8	
King.end	10	10	
Guard	6	6	
Baron	2	2	
Guard	4	4	Guard,Guard
Guard	5	5	Guard,Prince
Baron.opp	4	4	
Prince.opp	10	10	Prince,Countess,Handmaid,Handmaid
Baron.opp	8	8	Countess,Prince,Guard
Baron.opp	3	3	Countess
Baron.opp	9	9	
Baron	8	8	Baron,Priest,Guard
Baron.opp	9	9	Guard,Guard,Guard,Handmaid
Baron	7	7	Baron,Guard,Prince
Baron.opp	2	2	
Guard	11	11	
Guard	6	6	Guard,Guard,Prince
Guard	6	6	
Baron	8	8	Baron,Prince,Prince,Handmaid
Baron	6	6	Baron,Priest,Guard
Baron.opp	9	9	Guard,Guard,Guard,Handmaid
Baron.opp	3	3	Princess
Baron	3	3	
Guard	8	8	Guard,Priest,Baron,Prince
Baron.opp	2	2	
Princess.end	10	10	
Guard	3	3	Guard
Guard	3	3	
Baron.opp	9	9	Princess,Prince,Handmaid
Baron.opp	6	6	
Prince.opp	10	10	
Baron	2	2	
Baron	2	2	
Prince.opp	11	11	Prince,Prince,Handmaid,Handmaid,Countess
Baron	9	9	Baron,Handmaid,Prince,Guard
Prince.end	10	10	Guard,Guard,Handmaid,Prince,Countess
Baron	10	10	
Baron	6	6	
Guard	6	6	
Baron	2	2	
Baron	2	2	
Guard	8	8	Guard,Priest,Baron,Prince
Baron	5	5	
Baron.opp	6	6	Prince,Guard
Countess.end	10	10	
Baron.opp	8	8	
Baron	3	3	Baron
Baron	6	6	
Princess.end	10	10	
Baron	9	9	
Baron	2	2	
Baron	2	2	
Baron	3	3	Baron
Countess.end	10	10	King,Guard,Princess,Baron,Handmaid,Prince
Guard	2	2	Guard
Guard	6	6	Guard,Priest,Handmaid
Baron	7	7	Baron,Priest,Guard,Guard
Baron	6	6	Baron,Handmaid,Priest
Baron.opp	10	10	Guard,Guard,Prince,Prince,Countess
Guard	7	7	Guard,Handmaid,Countess
Guard	11	11	Guard,Handmaid,King,Prince,Guard
Prince.opp	10	10	
Baron	2	2	
Baron	2	2	
Baron	3	3	Baron
Baron.opp	5	5	
Guard	8	8	Guard,Guard,Prince,Guard
Countess.end	10	10	Guard,Handmaid,Prince,Guard,Handmaid,Priest
Guard	4	4	Guard,Guard
Baron.opp	10	10	
Baron	8	8	Baron,Guard,Countess
Guard	6	6	Guard,Guard,Handmaid
Baron.opp	3	3	Princess
Baron	3	3	
Baron	3	3	Baron
Baron.opp	6	6	
Baron	6	6	Baron,Priest,Guard
Guard	5	5	
Princess.end	10	10	Guard,Baron,King,Guard,Prince,Guard
Baron.opp	7	7	
Guard	3	3	Guard
Baron	6	6	Baron,Priest,Guard
Guard	6	6	
Baron	2	2	
Baron	2	2	
Baron	3	3	Baron
Baron.opp	5	5	
Guard	4	4	Guard
Guard	7	7	Guard,Handmaid,Prince,Priest
Baron.opp	7	7	
Baron.opp	6	6	
Baron	6	6	
Guard	6	6	Guard,Guard,Guard
Guard	9	9	Guard,Handmaid,Princess,Prince
Baron	3	3	
Baron	3	3	Baron
Baron	5	5	
Guard	5	5	
Countess.end	10	10	Guard,Handmaid,Guard,Guard,Priest,Priest
Guard	2	2	Guard
Baron.opp	4	4	
Guard	3	3	Guard
Guard	4	4	
King.end	10	10	Guard,Guard,Prince,Handmaid,Priest
Baron.opp	3	3	Princess
Baron	3	3	
Baron	3	3	Baron
Baron.opp	5	5	Countess,Handmaid
Baron.opp	10	10	Guard,Guard,Guard,Handmaid
Guard	5	5	
Baron	9	9	
Baron.opp	4	4	
Guard	8	8	
Guard	4	4	
Baron.opp	6	6	
Baron.opp	4	4	
Guard	6	6	Guard,Baron,Prince
Baron.opp	5	5	Countess,Handmaid
Baron	6	6	
Guard	7	7	
Princess.end	10	10	Guard,Baron,King,Guard,Guard
Baron.opp	5	5	
Guard	9	9	Guard,Priest,Handmaid,Guard
Guard	4	4	
Baron	9	9	Baron,Handmaid,Handmaid,Priest
Baron	2	2	Baron
Guard	11	11	
Baron.opp	5	5	
Baron.opp	2	2	
Baron.opp	5	5	King,Prince
Guard	2	2	Guard
Guard	6	6	
Baron	9	9	
Guard	9	9	
Guard	4	4	
Baron.opp	3	3	
Guard	8	8	Guard,Handmaid,Prince,Priest
Baron	2	2	Baron
Baron.end	10	10	
Baron	5	5	Baron,Handmaid,Prince
Baron	6	6	
Countess.end	10	10	Guard,Handmaid,Guard,Guard,Priest,Priest
Baron	10	10	Baron,Baron,Priest,Guard,Guard
Baron.opp	7	7	
Baron	10	10	
Guard	11	11	
Guard	7	7	
Baron.opp	4	4	Priest
Princess.end	10	10	Handmaid,Priest,King,Priest,Prince
Baron	2	2	Baron
Baron	2	2	Baron
Guard	8	8	
Guard	11	11	
Baron.opp	9	9	King,Prince,Guard,Guard
Baron.opp	4	4	
Baron	10	10	
Baron.opp	10	10	
King.end	10	10	Guard,Guard,Baron,Priest,Handmaid
Baron.opp	4	4	
Guard	11	11	
Guard	6	6	Guard,Priest,Handmaid
Baron	10	10	Baron,Baron,Guard,Priest,Guard
Baron.opp	5	5	
Guard	5	5	Guard,Handmaid
Guard	4	4	
Prince.opp	2	2	
Baron.opp	4	4	
Guard	8	8	Guard,Priest,Prince
Baron	2	2	Baron
Baron	2	2	Baron
Baron	7	7	Baron,Priest,Guard,Guard
Baron.opp	4	4	
Prince.end	10	10	Guard,Handmaid,Priest,Guard,Guard
Baron.opp	10	10	Princess,Countess,Handmaid,Prince
Prince.opp	3	3	
Baron.opp	2	2	
Guard	6	6	Guard,Prince
Baron	2	2	Baron
Baron	4	4	
Guard	2	2	
Baron	3	3	Baron
Guard	7	7	Guard,Handmaid,Priest
Guard	6	6	Guard,Handmaid,Handmaid
Baron.opp	10	10	Princess,Handmaid,Guard,Handmaid,King
Baron.opp	6	6	Princess,Priest
Baron	2	2	Baron
Baron.opp	9	9	
Baron.opp	5	5	
Baron.opp	3	3	
Baron	3	3	Baron
Baron.opp	2	2	
Guard	6	6	
Baron	4	4	
Guard	11	11	
Guard	5	5	
Baron	7	7	Baron,Handmaid,Handmaid
Guard	7	7	Guard,Handmaid,Princess,Priest
Baron.opp	7	7	Guard,Guard,Priest
Baron	9	9	
Baron.opp	3	3	
Baron	4	4	Baron
Guard	6	6	Guard,Priest,Princess
Baron	4	4	Baron,Priest
Guard	9	9	Guard,Countess,King,Priest
Guard	4	4	
Prince.opp	5	5	Handmaid,Priest
Guard	3	3	
King.end	10	10	
Baron	5	5	Baron,Guard
Baron	4	4	
Baron	3	3	Baron
Baron.opp	2	2	
Baron	10	10	Baron,Prince,Guard,Countess
Baron	4	4	Baron,Countess
Guard	10	10	
Baron	4	4	Baron,Countess
Guard	10	10	
Guard.end	10	10	
Baron.opp	4	4	Priest
Guard	7	7	
Baron	5	5	Baron,Guard
Baron	2	2	Baron
Baron.opp	8	8	Countess,Priest,Prince,Princess
Baron	4	4	Baron,Priest
King.end	10	10	Guard,Priest,Guard,Handmaid,Priest
Baron.opp	6	6	Countess,Priest
Baron	2	2	Baron
Guard	7	7	Guard,King,Priest,Prince
Baron	2	2	Baron
Baron	4	4	
Prince.opp	2	2	
Baron.opp	3	3	
Guard	6	6	
Guard	8	8	Guard,Handmaid,Priest,Prince
Prince.opp	10	10	
Baron	4	4	Baron,Countess
Baron.opp	2	2	
Guard	10	10	
Baron	10	10	Baron,King,Princess,Priest,Prince
Baron	2	2	Baron
Baron.opp	5	5	
Guard	2	2	
Baron.opp	3	3	
Baron.end	10	10	Handmaid,Prince,Countess,Priest
Baron	5	5	Baron,Countess,Priest
Guard	5	5	
Baron	4	4	Baron,Countess
Prince.end	10	10	Guard,Priest,Prince,Handmaid,Baron,Guard
Baron	5	5	
Baron.opp	5	5	
Baron	2	2	
Baron	2	2	Baron
Baron	2	2	Baron
Guard	11	11	
Baron.opp	3	3	
Baron.end	10	10	Handmaid,Prince,Handmaid,Priest
Baron.opp	4	4	
Baron.opp	2	2	
Guard	2	2	Guard
Prince.opp	8	8	Prince,Handmaid,Baron,Guard
Baron	7	7	Baron,King,Prince,Guard
Baron	2	2	Baron
Baron.opp	4	4	Prince
Guard	5	5	
Baron.opp	10	10	
Baron	4	4	
Baron.opp	2	2	
Princess.end	10	10	
Guard	11	11	
Baron.opp	7	7	Priest,Handmaid
Baron.opp	5	5	Priest,Princess
Guard	2	2	Guard
Baron	6	6	Baron,King,Guard
Prince.opp	2	2	
Baron.opp	3	3	
Guard.end	10	10	Baron,Priest,Priest,Prince,Countess
Baron	5	5	Baron,Countess,Priest
Prince.opp	10	10	
Baron.opp	4	4	Princess
Baron.opp	2	2	
Baron.opp	7	7	Priest,Handmaid
Baron.opp	5	5	Countess,Handmaid
Baron.opp	2	2	
King.end	10	10	Guard,Prince,Prince,Countess
Guard	9	9	
Baron	8	8	Baron,Guard,Baron,Priest
Baron.opp	2	2	
Baron.end	10	10	
Guard	8	8	Guard,Handmaid,Priest,Prince
Baron.end	10	10	Guard,King,Prince,Guard,Handmaid
Baron.opp	9	9	
Baron.opp	3	3	
Guard	10	10	Guard,Handmaid,King,Handmaid
Baron.opp	5	5	Princess,Handmaid
Baron.opp	8	8	Priest,Baron,Prince,Guard
Baron	6	6	Baron,Priest,Guard
Guard	8	8	
Guard	4	4	
Baron.opp	7	7	
Guard	10	10	Guard,Priest,Countess,King,Priest
Baron	5	5	Baron,Priest,Countess
Guard	5	5	
Baron.opp	4	4	
Baron.opp	3	3	
Baron.opp	7	7	Priest,Handmaid
Baron	6	6	Baron,Handmaid,Princess
Guard	3	3	
Baron.opp	6	6	King,Countess
Baron	6	6	Baron,Baron,Handmaid
Guard	2	2	Guard
Baron.opp	6	6	Countess,Priest
Baron	8	8	
Baron	4	4	Baron,Countess
Guard	11	11	Guard,Prince,Priest,Handmaid,Baron,Guard
Baron	7	7	Baron,Priest,Prince,King
Baron.opp	5	5	Priest,Princess
Guard	3	3	
Prince.opp	5	5	Prince,Countess
Guard	5	5	Guard,Handmaid,Baron
Prince.end	10	10	Guard,Guard,Handmaid,King,Guard,Handmaid
Guard	2	2	Guard
Prince.opp	8	8	Prince,Handmaid,Baron,Guard
Baron.opp	9	9	King,Prince,Prince,Guard
Baron	5	5	
Baron	2	2	
Princess.end	10	10	
Baron	8	8	Baron,King,Handmaid,Prince
Baron.opp	8	8	
Baron	8	8	
Guard	4	4	
Baron.opp	4	4	Guard
Guard	11	11	Guard,Priest,Prince,Handmaid,Handmaid,Priest
Prince.end	10	10	
Baron.opp	3	3	
Baron.opp	6	6	King,Handmaid
Baron.opp	5	5	Priest,Princess
Baron.opp	2	2	
Prince.opp	10	10	
Guard	5	5	
Baron.opp	3	3	
Baron	7	7	Baron,Princess,Guard
Guard	4	4	
Baron.opp	6	6	
Baron	5	5	Baron,Handmaid
Baron.opp	5	5	Countess,Handmaid
Baron.opp	3	3	Guard
Baron	6	6	Baron,Priest,Guard
Baron	7	7	Baron,Handmaid,King,Baron
Guard	8	8	
Baron	7	7	Baron,Handmaid,Guard
Guard	4	4	Guard,Guard
Baron	7	7	Baron,King,Prince,Guard
Baron	5	5	
Baron	2	2	
Baron	6	6	
Baron.opp	6	6	Guard,Handmaid
Baron.opp	2	2	
Baron	7	7	Baron,Handmaid,Guard
Guard	5	5	
Guard	3	3	Guard
Baron	7	7	
Guard	5	5	Guard,Priest
Baron	7	7	
Baron	6	6	Baron,Handmaid,Princess
Princess.end	10	10	
Guard	4	4	
Baron.opp	7	7	King,Handmaid,Prince
Guard	2	2	Guard
Baron	7	7	
Guard	11	11	
Guard	2	2	
Guard	10	10	Guard,Countess,Priest,Baron,Princess
Guard	4	4	Guard,Guard
Guard	6	6	Guard,Princess,Guard
Baron	2	2	Baron
Baron.opp	2	2	
Guard	2	2	
Guard	11	11	
Guard	2	2	
Baron	8	8	
Baron	8	8	Baron,Guard,Guard
Baron	4	4	Baron,Countess
Baron	5	5	
Guard	2	2	
Baron	6	6	Baron,King,Guard
Guard	11	11	Guard,Guard,King,Handmaid,Baron
Baron.opp	8	8	Guard,Baron,Prince,Guard
Guard	8	8	Guard,Handmaid,Priest,Guard
Guard	11	11	
Baron	6	6	
Guard	11	11	Guard,Guard,Baron,Priest,Priest
Guard	2	2	Guard
Baron	7	7	
Baron.opp	3	3	
Baron	4	4	
Prince.end	10	10	Guard,Baron,Countess,Handmaid,Guard
Baron.opp	9	9	
Guard	4	4	
Guard	6	6	
Guard	3	3	Guard
Baron	4	4	Baron,Handmaid
Baron	5	5	
Guard	4	4	
Baron	8	8	
Baron	3	3	Baron
Baron.opp	4	4	
Baron.opp	2	2	
Baron.opp	9	9	
Baron	10	10	Baron,Guard,Handmaid,Prince
Guard	3	3	
Baron	7	7	Baron,Handmaid,Priest
Guard	4	4	Guard,Priest
Guard	3	3	
Guard	11	11	Guard,Prince,Priest,Baron,Prince
Guard	5	5	
Baron	8	8	
Guard	9	9	
Baron	9	9	
Baron	8	8	Baron,Guard,Prince,Guard
Baron	4	4	Baron,Countess
Baron.opp	5	5	Priest,Princess
Baron	5	5	
Prince.end	10	10	Guard,Baron,Guard,King,Countess
Baron	2	2	Baron
Baron.opp	4	4	
Baron	9	9	Baron,Handmaid,Countess,Guard
Guard	10	10	
Baron.opp	8	8	Guard,Handmaid,Handmaid
Guard	2	2	Guard
Baron	4	4	Baron,Handmaid
Guard	11	11	Guard,Handmaid,Prince,Priest,Handmaid,Priest
Baron	5	5	
Guard	4	4	
Baron.opp	3	3	
Baron	4	4	
Baron	8	8	
Guard	11	11	
Guard	2	2	
Baron	4	4	Baron,Handmaid
Baron	7	7	
Baron.opp	4	4	Guard
Baron	9	9	
Baron.opp	3	3	
Baron	4	4	
Baron	8	8	
Baron.opp	10	10	Prince,Guard,King,Guard
Guard	2	2	Guard
Guard	4	4	Guard,Princess
Guard	7	7	
Baron	10	10	Baron,King,Guard,Prince
Guard	7	7	Guard,Handmaid,Princess,Guard
Baron	5	5	
Guard	2	2	
Baron	7	7	Baron,Priest,Countess
Baron	2	2	Baron
Baron.opp	4	4	
Guard	4	4	
Baron.end	10	10	Guard,King,Prince,Princess,Guard
Guard	3	3	
Baron.opp	8	8	Princess,Handmaid,Priest
Guard	7	7	
Guard.end	10	10	
Guard	4	4	Guard,Guard
Baron.opp	8	8	
Guard	6	6	Guard,Baron,Prince
Baron.opp	4	4	
Baron.opp	8	8	Countess,Handmaid,Guard
Guard	11	11	Guard,Guard,Priest,Guard,Prince,King
Baron	4	4	Baron,King
Baron	3	3	
Guard	5	5	Guard,Priest
Guard	11	11	
Baron	8	8	Baron,Princess,Priest
Guard	6	6	Guard,Princess,Guard
Baron	2	2	Baron
Baron.opp	4	4	
Baron	8	8	
Guard	7	7	Guard,King,Guard
Baron.opp	5	5	Countess,Guard
Baron.opp	3	3	Guard
Baron.opp	10	10	
Guard	9	9	Guard,Handmaid,Prince,King
Prince.opp	3	3	
Baron	9	9	Baron,Guard,Handmaid,Guard
Baron	2	2	Baron
Baron	8	8	
Baron	9	9	
Guard	11	11	
Baron.opp	8	8	Guard,Handmaid,Handmaid
Baron.opp	3	3	Guard
Baron.tie	10	10	
Baron	10	10	Baron,King,Guard,Prince
Prince.opp	3	3	
Guard	2	2	
Guard	6	6	Guard,Baron,Guard
Baron.opp	2	2	
Baron.opp	4	4	
Guard	5	5	Guard,Handmaid
Baron.end	10	10	Guard,Prince,Prince,Princess,Guard,King
Baron	4	4	Baron,King
Baron.opp	3	3	Guard
Baron.opp	10	10	
Guard	11	11	
Prince.opp	2	2	
Baron.opp	9	9	Guard,Priest,Handmaid
Baron.opp	4	4	
Baron	4	4	Baron
Baron	10	10	
Baron.opp	2	2	
Guard	2	2	Guard
Guard	7	7	Guard,King,Prince,Handmaid
Baron.opp	6	6	
Baron.opp	2	2	
Baron.opp	10	10	
King.end	10	10	Princess,Baron,Guard,Prince
Prince.opp	3	3	
Baron.opp	10	10	
Baron	4	4	
Guard	5	5	
Guard	8	8	
Guard	11	11	Guard,Priest,Princess,Guard,King,Handmaid
Guard	2	2	Guard
Baron.opp	3	3	Guard
Baron	8	8	Baron,Guard,Priest,Priest
Baron	10	10	
Prince.opp	2	2	
Guard	10	10	Guard,Countess,Priest,Handmaid
Guard	3	3	
Guard	11	11	Guard,Countess,Guard,Princess,Baron,Prince
Guard	2	2	Guard
Baron.opp	7	7	Baron,Countess,Guard
Baron.opp	3	3	Guard
Baron	8	8	Baron,Guard,Priest,Priest
Princess.end	10	10	Handmaid,Prince,Handmaid,Prince
Prince.opp	3	3	
Baron	8	8	Baron,Handmaid,Guard
Baron.opp	4	4	
Guard	11	11	
Guard	11	11	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Guard
Guard	7	7	
Guard	8	8	Guard,King,Guard,Prince
Prince.opp	3	3	
Guard	2	2	
Baron.opp	8	8	
Guard	6	6	
King.end	10	10	Guard,Guard,Prince,Priest,Countess
Baron.opp	3	3	Guard
Baron	2	2	Baron
Guard	2	2	Guard
Guard	6	6	Guard,Princess,Guard
Guard	10	10	Guard,Guard,Priest,Priest,Countess
Baron	10	10	
Guard	9	9	Guard,Handmaid,Guard,Princess
Baron	9	9	Baron,Guard,Handmaid,Prince,Handmaid
Baron	5	5	Baron,Baron,Guard
Baron.opp	2	2	
Guard	7	7	Guard,Countess,Priest
Guard	2	2	Guard
Guard	8	8	
Baron	7	7	Baron,King,Guard
Guard	9	9	Guard,Handmaid,Handmaid,Prince
Prince.opp	3	3	
Baron	10	10	Baron,Handmaid,Priest,Guard
Baron.opp	2	2	
Baron	4	4	Baron
Baron	10	10	
Guard	2	2	
Guard	8	8	Guard,Priest,Priest,Baron
Baron	4	4	Baron,King
Prince.opp	10	10	
Baron.opp	7	7	
Guard	2	2	
Prince.opp	3	3	
Baron	8	8	Baron,Handmaid,Guard
Baron.opp	2	2	
Princess.end	10	10	Guard,Priest,Priest,Prince,Baron
Baron.end	10	10	Guard,Prince,King,Handmaid,Countess,Guard
Guard	2	2	Guard
Baron	2	2	Baron
Baron	4	4	Baron,Guard
Guard	4	4	Guard,Princess
Guard	10	10	
Baron.opp	3	3	
Guard	10	10	
Prince.opp	10	10	
Baron	4	4	
Guard	8	8	Guard,Priest,Priest,Baron
Guard	2	2	Guard
Baron.opp	7	7	Guard,Guard,Princess
Baron	5	5	
Guard	2	2	
Guard	2	2	Guard
Baron	7	7	Baron,Guard,Handmaid
Baron.end	10	10	
Baron	6	6	
Baron	4	4	
Baron.opp	4	4	Guard
Baron	7	7	Baron,Prince,Guard
Baron.opp	7	7	Priest,Priest,Handmaid
Baron.opp	9	9	
Baron	10	10	Baron,Priest,Baron,Prince,Guard
Baron	2	2	Baron
Baron.opp	2	2	
King.end	10	10	
Baron.opp	4	4	Priest
Baron	2	2	Baron
Guard	2	2	Guard
Prince.opp	10	10	
Baron.opp	7	7	
Guard	2	2	
Baron	4	4	
Baron	2	2	
Handmaid.end	10	10	
Baron.opp	4	4	Priest
Guard	7	7	Guard,Priest,Baron,Prince
Guard	6	6	Guard,King,Guard
Guard	6	6	
Baron	7	7	Baron,Priest,Guard
Guard	4	4	
Baron	4	4	
Baron	2	2	
Guard	11	11	
Guard	11	11	
Baron.opp	7	7	Princess,Handmaid,Guard
Baron.opp	4	4	Prince
Guard	2	2	Guard
Prince.opp	10	10	
Guard	10	10	Guard,Baron,Prince,Priest,Guard
Baron	9	9	
Baron	9	9	
Baron	2	2	
Baron.opp	7	7	Guard,Handmaid
Guard	9	9	Guard,Guard,Prince,Countess
Guard	4	4	
Guard	8	8	Guard,Prince,Prince,Priest
Guard	8	8	
Guard	6	6	
Prince.end	10	10	
Guard	5	5	Guard,Priest
Guard	4	4	
Baron	4	4	
Guard	9	9	Guard,Countess,Princess,Handmaid,Baron
Baron	5	5	
Guard	8	8	Guard,Priest,Priest,Prince
Guard	4	4	Guard,Priest
Prince.opp	10	10	
Baron	4	4	Baron,King
Prince.end	10	10	King,Baron,Priest,Guard,Prince,Princess
Guard	8	8	Guard,Princess,Handmaid,Priest
Guard	11	11	
Guard	2	2	
Baron	2	2	
Guard	6	6	
Guard	11	11	
Baron.opp	2	2	
Guard	11	11	
Baron	5	5	Baron,Handmaid
Baron.opp	6	6	Priest,Guard
Baron.opp	4	4	Priest,Prince
Guard	6	6	
Baron.opp	10	10	
Guard	5	5	
Baron	9	9	
Baron	2	2	
Guard	6	6	Guard,King
Guard	11	11	Guard,Guard,Guard,Guard,Countess
Baron	7	7	
Countess.end	10	10	
Baron	5	5	
Baron.opp	9	9	Priest,Handmaid,Priest
Baron	2	2	Baron
Baron	2	2	Baron
Baron	9	9	Baron,Guard,Prince,Princess
Guard	9	9	Guard,Handmaid,Prince,Countess
Baron	3	3	
Countess.end	10	10	
Guard	2	2	
Baron	7	7	
Baron.opp	5	5	Prince
Baron.opp	4	4	
Baron	4	4	
Baron.opp	7	7	Guard,Priest,King,Prince
Baron	2	2	Baron
Baron	2	2	Baron
Guard	8	8	
Guard.end	10	10	Handmaid,King,Prince,Priest
Guard	9	9	
Handmaid.tie	10	10	
Baron	5	5	Baron,Handmaid
Baron	3	3	
Guard	11	11	
Baron	4	4	Baron,Guard
Baron	2	2	Baron
Baron.opp	7	7	
Baron	5	5	Baron,Handmaid
Guard.end	10	10	King,Guard,Handmaid,Guard,Prince,Countess
Baron	3	3	
Guard	3	3	Guard
Prince.opp	7	7	
Baron	4	4	Baron,Guard
Baron	4	4	
Baron.opp	10	10	
Baron	4	4	
Guard	6	6	Guard,King
Guard	11	11	Guard,Guard,Baron,Prince,Handmaid,Guard
Baron	2	2	Baron
Baron	5	5	
Guard	11	11	
Baron.opp	2	2	
Guard	2	2	Guard
Baron.opp	5	5	Guard,Priest
Guard	2	2	Guard
Baron.opp	4	4	Priest,Prince
Baron	9	9	Baron,Guard,Prince,Guard
Guard	3	3	
Guard	6	6	Guard,Prince
Guard	11	11	
Prince.opp	10	10	
Baron	5	5	Baron,Princess
Baron	3	3	
Guard	6	6	Guard,Prince
Baron	4	4	
Baron	4	4	
Baron	6	6	
Guard	11	11	Guard,King,Handmaid,Guard,Prince,Countess
Baron	7	7	Baron,King,Priest,Prince
Prince.opp	10	10	
Baron	5	5	Baron,Handmaid
Baron	3	3	
Guard	6	6	
Baron	4	4	Baron,Guard
Guard	4	4	Guard,Baron
Baron.opp	5	5	Guard,Guard
Guard	2	2	Guard
Guard	5	5	Guard,Prince
Prince.opp	10	10	Handmaid,Countess,King,Guard,Guard
Baron	5	5	
Baron.opp	3	3	
Baron.opp	7	7	Guard,Prince
Baron	4	4	Baron,Guard
Baron	4	4	Baron,Guard
Baron	6	6	
Baron	2	2	
Princess.end	10	10	Guard,Handmaid,Prince,Priest,Prince,Guard
Guard	6	6	
Guard	2	2	
Baron	8	8	
Guard	5	5	Guard,King,Guard
Baron	7	7	
Guard	3	3	Guard
Baron.opp	4	4	Priest,Prince
Baron.opp	4	4	Guard,Prince
Baron	4	4	Baron,Guard
Baron	6	6	Baron,Handmaid,Guard
Baron	10	10	Baron,Prince,Handmaid,Guard
Baron.opp	7	7	Guard,Guard,Priest
Baron	3	3	
Baron.opp	5	5	Prince
Baron	8	8	
Baron	4	4	
Baron	5	5	Baron,Handmaid
Baron	6	6	Baron,Handmaid,Guard
Prince.opp	10	10	Handmaid,Handmaid,Guard,Countess,Priest
Guard	4	4	Guard,Priest
Guard	11	11	Guard,Handmaid,Handmaid,Guard,Baron,Guard
Guard	6	6	
Baron	4	4	Baron,Priest
Baron	4	4	Baron,Guard
Guard	3	3	
Baron	6	6	Baron,Handmaid
Guard	2	2	Guard
Guard	10	10	Guard,Handmaid,Countess,Guard,Priest
Guard	4	4	Guard,Priest
Guard	2	2	Guard
Baron.opp	4	4	Priest,Prince
Baron.opp	4	4	Guard,Prince
Baron	4	4	Baron,Guard
Baron.opp	8	8	Baron,Prince,Handmaid,Guard
Baron.opp	4	4	
Guard	11	11	Guard,Handmaid,Prince,Priest,Prince,Guard
Guard	6	6	
Guard	2	2	
Guard	5	5	Guard,Handmaid
Baron	8	8	Baron,Princess,Guard,Handmaid
Baron.opp	4	4	
Baron	4	4	
Baron	6	6	Baron,Handmaid
Baron	6	6	Baron,Handmaid,Guard
Guard	10	10	
Baron.opp	8	8	
Princess.end	10	10	
Baron	6	6	
Baron.opp	10	10	Princess,Guard,Priest,Guard
Guard	6	6	
Baron	4	4	Baron,Guard
Baron	5	5	
Baron	2	2	
Prince.opp	10	10	
Guard	11	11	
Baron	7	7	
Baron	6	6	
Baron	8	8	
Baron.opp	6	6	Prince,Guard
Baron.opp	4	4	
Guard	4	4	
Baron	8	8	Baron,Guard,Guard
Baron	5	5	
Baron	6	6	
Baron	8	8	
Baron.opp	2	2	
Guard	8	8	
Guard	5	5	Guard,Priest
Guard	3	3	
Baron.opp	4	4	
Guard	11	11	
Baron	8	8	Baron,Princess,Guard,Guard
Guard	5	5	Guard,Baron,Guard
Baron	6	6	Baron,Handmaid,Guard
Guard	5	5	
Baron.opp	2	2	
Baron	9	9	Baron,Priest,Handmaid,Prince,Prince
Guard	5	5	
Baron.opp	8	8	Prince,Guard,Guard
Baron.opp	6	6	
Guard	9	9	
Baron	2	2	
Prince.opp	10	10	Handmaid,Priest,Countess,Guard
Guard	7	7	Guard,Priest,Guard
Princess.end	10	10	Guard,Handmaid,Baron,Guard,Baron,Guard
Baron	8	8	Baron,Handmaid,Countess,Guard
Baron	8	8	Baron,Handmaid,Guard,Handmaid
Baron	2	2	Baron
Baron.opp	10	10	
Guard	2	2	
Baron	9	9	Baron,King,Priest,Guard,Guard
Baron	8	8	
Guard	2	2	
Countess.end	10	10	
Baron	8	8	
Baron.opp	2	2	
Countess.end	10	10	Priest,Handmaid,Prince,Prince
Baron.opp	9	9	
Baron	8	8	Baron,Guard,Guard
Guard	7	7	
Baron	5	5	Baron,Handmaid
Princess.end	10	10	King,Countess,Handmaid,Baron,Prince,Guard
Guard	10	10	
Baron	5	5	Baron,Guard
Baron	6	6	Baron,Handmaid,Guard
Baron	8	8	Baron,Handmaid,Guard,Princess
Guard	6	6	
Baron.opp	10	10	King,Handmaid,Priest,Prince
Baron	8	8	Baron,Guard,Handmaid,Priest
Baron	8	8	
Prince.opp	10	10	Prince,Handmaid,Prince,Priest
Guard	7	7	Guard,Guard,Handmaid
Baron	6	6	Baron,Guard,Handmaid
Baron	8	8	Baron,Handmaid,Guard,Handmaid
Guard	6	6	
Baron.opp	9	9	Priest,Guard,Handmaid,Prince
Guard	11	11	Guard,Handmaid,King,Priest,Guard
Baron	8	8	
Baron	9	9	
Prince.end	10	10	Guard,Guard,Handmaid,Prince
Guard	3	3	
Baron	2	2	
Guard	9	9	
Guard	5	5	
Guard	7	7	
Baron.opp	2	2	
Baron.opp	10	10	
Guard	4	4	
Guard	3	3	Guard
Baron	9	9	Baron,Guard,Priest,Handmaid
Baron	5	5	Baron,Handmaid
Baron.opp	4	4	
Baron	2	2	
Baron	10	10	Baron,Priest,Prince,Guard,Handmaid
Guard	4	4	Guard,Guard
Guard	2	2	Guard
Baron	2	2	Baron
Baron	9	9	
