WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Baron	9	9	
Guard	7	7	
Baron	4	4	
Guard	9	9	
Baron	2	2	
Baron	2	2	
Countess.end	10	10	King,Baron,Handmaid,Priest,Prince,Prince
Baron.opp	11	11	
Guard	7	7	
Prince.opp	10	10	Prince,Priest,Prince,Handmaid
Baron	5	5	Baron,Handmaid
Baron.opp	2	2	
Baron	2	2	
Guard	5	5	Guard,Princess
Guard	11	11	
Baron	8	8	Baron,Guard,Priest
Guard	3	3	
Baron	6	6	
Baron.opp	9	9	
Baron.end	10	10	
Baron	4	4	
Baron	5	5	Baron,Handmaid
Baron	4	4	Baron,Guard
Baron	5	5	Baron,King,Prince
Guard	9	9	
Guard	3	3	Guard
Baron.opp	2	2	
Baron	4	4	
Baron	6	6	
King.end	10	10	
Prince.opp	10	10	Prince,Guard,Prince,Handmaid,Priest
Baron	5	5	Baron,Handmaid
Baron.opp	2	2	
Baron	2	2	
Prince.end	10	10	Handmaid,Priest,Handmaid,Prince
Guard	4	4	Guard,Guard
Baron.opp	2	2	
Baron.opp	9	9	Guard,Guard,Prince,Priest
Guard	5	5	
Guard	2	2	
Guard	4	4	
Baron	9	9	Baron,Priest,Priest,Handmaid
Baron	5	5	
Baron	2	2	
Baron	2	2	
Priest.end	10	10	Guard,Prince,Handmaid,Princess
Guard	10	10	
Countess.end	10	10	King,Guard,Guard,Priest,Baron
Baron	4	4	Baron,Guard
Baron.opp	6	6	Handmaid,Prince,Countess
Baron	2	2	Baron
Guard	9	9	Guard,Baron,Countess,Guard,Guard
Baron	5	5	Baron,Handmaid
Baron	4	4	Baron,Guard
Guard	4	4	
Baron.opp	7	7	Princess,Handmaid
Prince.opp	10	10	Guard,Prince,Princess,Guard,Guard
Guard	6	6	
Baron	4	4	
Guard	4	4	
Guard	2	2	
Baron.opp	11	11	Priest,Prince,Handmaid,Countess
Baron	6	6	Baron,Princess,Handmaid
Guard	3	3	
Baron.opp	3	3	
Guard	2	2	Guard
Baron.opp	4	4	Prince
Baron.opp	8	8	Prince,Priest,King
Guard	11	11	
Baron	3	3	Baron
Baron	4	4	Baron,Guard
Guard	5	5	
Baron	5	5	Baron,Princess
Guard	2	2	Guard
Baron	5	5	Baron,King,Prince
Baron.opp	8	8	
Guard	11	11	
Guard	6	6	Guard,Baron,Priest
Baron	4	4	Baron,Guard
Baron.opp	6	6	Handmaid,Prince,Countess
Baron	2	2	Baron
Guard	8	8	
Baron	2	2	
Baron	3	3	Baron
Baron	2	2	Baron
Guard	11	11	Guard,Prince,Priest,Princess,King
King.end	10	10	Countess,Handmaid,Princess,Guard,Guard
Guard	2	2	Guard
Baron	4	4	Baron,Guard
Baron	6	6	Baron,Countess,Handmaid
Baron	2	2	Baron
Baron	9	9	Baron,Countess,Guard,Guard
Guard	11	11	
Guard	11	11	
Guard	3	3	Guard
Baron.opp	6	6	Handmaid,Prince,Countess
Baron	2	2	Baron
Guard	6	6	
Baron	2	2	
Baron	3	3	Baron
Baron	2	2	Baron
Baron	3	3	
Baron.opp	4	4	Princess
Guard	3	3	
Baron.opp	2	2	
Baron	4	4	Baron,Guard
Baron	4	4	Baron,Guard
Baron	6	6	
Baron.opp	6	6	Guard,Princess
Baron.opp	9	9	
Baron	2	2	
Baron	3	3	Baron
Baron	2	2	Baron
Baron	7	7	
Baron.opp	7	7	Handmaid,Prince,Princess
Guard	11	11	
Baron.opp	2	2	
Baron	4	4	Baron,Guard
Baron.opp	6	6	
Baron	3	3	Baron
Baron	7	7	Baron,Countess,Guard,Guard
Baron	6	6	Baron,Countess,Handmaid
Baron	5	5	
Baron.opp	3	3	
Baron	4	4	
Guard	2	2	
Guard	11	11	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Princess
Guard	11	11	
Baron	3	3	Baron
Guard	2	2	Guard
Baron	6	6	Baron,Countess,Handmaid
Baron	5	5	
Baron.opp	4	4	King
Guard	11	11	
Baron.opp	4	4	Princess
Guard	7	7	Guard,Guard,King,Countess
Baron	5	5	Baron,King
Baron	2	2	Baron
Baron	7	7	Baron,Countess,Guard,Guard
Baron	6	6	Baron,Countess,Handmaid
Baron.opp	3	3	Guard
Baron	2	2	Baron
Guard	2	2	Guard
Baron	2	2	Baron
Baron.opp	6	6	Guard,Guard,Countess
Baron	6	6	Baron,Countess,Handmaid
Guard	4	4	Guard,Guard
Baron	2	2	Baron
King.end	10	10	
Baron.opp	4	4	Princess
Guard	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	6	6	Baron,Handmaid,Princess
Guard	3	3	
Baron	3	3	Baron
Baron	3	3	
Guard	11	11	Guard,Guard,King,Princess,Prince
Guard	8	8	
Baron.opp	2	2	
Baron	2	2	Baron
Guard	8	8	Guard,Priest,Princess,Handmaid
Guard	10	10	
Baron.opp	3	3	
Baron	2	2	
Baron.opp	4	4	Priest
Guard	4	4	Guard,Countess
Baron	2	2	Baron
Baron	3	3	
Baron.opp	4	4	Princess
Baron	9	9	Baron,Priest,King,Prince,Countess
Baron.opp	4	4	King,Prince
Baron	2	2	Baron
Baron.opp	5	5	Guard,Handmaid
Baron	2	2	Baron
Baron	3	3	
Baron.opp	4	4	Princess
Guard	8	8	
Baron.opp	5	5	Priest,King
Baron	2	2	Baron
Guard	6	6	Guard,Handmaid,Princess
Baron.end	10	10	Guard,Prince,Prince,Princess,King,Countess
Baron.opp	5	5	Guard,King
Baron	3	3	
Baron.opp	4	4	Princess
Baron	9	9	Baron,King,Prince,Countess
Baron.opp	5	5	
Guard	5	5	Guard,Priest
Baron.opp	5	5	Guard,Handmaid
Guard	5	5	
Baron.opp	3	3	
Baron	2	2	
Guard	9	9	Guard,Guard,Priest,King
Guard	5	5	
Baron	7	7	
Baron	2	2	Baron
Guard	6	6	
Baron.opp	2	2	
Baron	2	2	Baron
Guard	4	4	Guard,Princess
Baron	9	9	Baron,Handmaid,Princess,King,Countess
Baron.opp	10	10	Priest,Baron,Countess,Guard,King
Baron.opp	3	3	King
Guard	3	3	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	5	5	Guard,Handmaid
Princess.end	10	10	
Baron.opp	3	3	
Baron	3	3	Baron
Baron.opp	4	4	
Prince.opp	10	10	
Baron	7	7	
Baron	8	8	Baron,Countess,Handmaid
Guard	5	5	Guard,Baron,Prince
Baron	2	2	Baron
Baron.opp	4	4	King,Prince
Baron	2	2	Baron
Guard	7	7	Guard,Handmaid,Princess
Guard	9	9	Guard,Handmaid,King,Prince,Countess
Baron.opp	5	5	Guard,King
Baron	4	4	Baron,King
Handmaid.end	10	10	Guard,Guard,Prince,Princess,Priest,Priest
Baron	2	2	Baron
Baron.opp	3	3	Princess
Baron	9	9	Baron,Handmaid,Prince,Countess
Guard	2	2	Guard
Guard	2	2	Guard
Guard	3	3	
Guard	4	4	
Baron	8	8	Baron,Guard,Prince
Baron	8	8	
Guard	5	5	Guard,Handmaid
Baron	5	5	
Baron	9	9	
Baron.opp	3	3	
Baron	2	2	
Baron	6	6	
Prince.opp	10	10	King,Priest,Priest,Guard
Prince.opp	3	3	
Baron.opp	7	7	Countess,Guard,King
Baron.opp	2	2	
Princess.end	10	10	
Baron.opp	4	4	King
Baron.opp	3	3	Guard
Baron.opp	4	4	
Prince.opp	10	10	
Baron.opp	2	2	
Baron.opp	8	8	King,Guard,Prince
Baron.opp	7	7	
Guard	7	7	
Guard	11	11	
Baron.opp	5	5	
Baron	3	3	
Baron	2	2	
Guard	5	5	Guard,Priest
Prince.end	10	10	
Guard	2	2	
Baron	7	7	Baron,Guard,Guard
Baron.opp	2	2	
Guard	7	7	Guard,Baron,Prince
Baron	8	8	Baron,Guard,King,Guard
Guard	11	11	Guard,Guard,King,Prince,Handmaid
Baron	2	2	Baron
Baron	4	4	Baron,Handmaid
Baron.opp	3	3	Guard
Baron.opp	11	11	Guard,Princess,Guard,Priest,Priest
Prince.opp	10	10	King,Handmaid,Priest,Prince
Baron.opp	3	3	Guard
Baron	8	8	
Baron.opp	3	3	
Baron.opp	3	3	
Guard	2	2	
Guard	7	7	Guard,Handmaid,Handmaid
Baron	2	2	Baron
Baron.opp	2	2	
Guard	2	2	
Baron.opp	9	9	
Baron	6	6	Baron,Priest,Priest
Prince.end	10	10	King,Handmaid,Guard,Priest,Priest,Prince
Baron	3	3	
Baron	8	8	Baron,Guard,Handmaid,King
Baron.opp	2	2	
Baron.opp	3	3	
Guard	2	2	
Baron.opp	8	8	
Baron.opp	7	7	
Handmaid.end	10	10	Guard,Guard,Priest,Countess,Princess,Baron
Princess.end	10	10	Guard,Baron,Prince,Guard,Handmaid
Baron.opp	2	2	
Prince.opp	10	10	
Baron.opp	2	2	
Guard	5	5	Guard,Prince
Baron.opp	2	2	
Baron.opp	3	3	
Guard	6	6	Guard,Handmaid
Baron.opp	6	6	King,Prince,Handmaid
Baron	2	2	Baron
Baron.opp	2	2	
Baron	5	5	
Guard	3	3	Guard
Guard	4	4	
Guard	3	3	Guard
Baron.opp	3	3	Guard
Guard	6	6	
Baron	2	2	
Guard	7	7	Guard,Guard,Prince
Baron.opp	7	7	
Baron.opp	3	3	
Baron.opp	3	3	
Prince.opp	5	5	
Baron	5	5	
Baron	7	7	Baron,Guard,Prince
Baron	7	7	Baron,Guard,Prince
Baron	2	2	Baron
Baron	8	8	
Baron.opp	8	8	
Baron.opp	3	3	
Baron	10	10	Baron,Guard,Guard,Baron,Countess
Baron.opp	7	7	
Guard	7	7	Guard,Handmaid,Baron
Baron.opp	2	2	
Guard	6	6	
Baron	5	5	Baron,Handmaid
Baron	3	3	
Prince.opp	10	10	
Baron.opp	3	3	
Baron	8	8	Baron,King,Handmaid
Baron.opp	8	8	Guard,King,Prince,Handmaid
Baron	2	2	Baron
Baron	4	4	Baron,Handmaid
Baron	6	6	Baron,Handmaid,Prince
Baron.opp	2	2	
Baron	3	3	Baron
Guard	7	7	Guard,Priest,Princess,Guard
Baron	2	2	Baron
Baron.opp	5	5	King,Guard
Baron.opp	5	5	Countess,King
Baron	2	2	Baron
Baron.opp	2	2	
Guard	7	7	Guard,Handmaid
Baron	8	8	Baron,Priest,Guard,Handmaid
Baron.opp	2	2	
Baron	7	7	
Baron	5	5	Baron,Handmaid
Baron.opp	5	5	Guard,King
Guard	6	6	
Prince.opp	10	10	
Baron	4	4	Baron
Baron.opp	9	9	
Baron.opp	5	5	
Baron	3	3	Baron
Guard	4	4	Guard,Priest
Baron	5	5	
Baron.opp	3	3	
Guard	2	2	
Guard	11	11	Guard,King,Guard,Prince,Handmaid
Baron	2	2	Baron
Baron.opp	2	2	
Baron	5	5	
Baron.opp	9	9	Baron,Prince,Handmaid,Guard
Baron.opp	7	7	
Baron.opp	7	7	
Baron.opp	7	7	
Baron.opp	3	3	
Guard	2	2	
Baron	2	2	Baron
Baron.opp	2	2	
Princess.end	10	10	Guard,Baron,Prince,Guard,Handmaid
Baron.opp	2	2	
Baron	3	3	Baron
Guard	4	4	Guard,Priest
Guard	6	6	Guard,Handmaid,Handmaid
Baron	3	3	
Baron	4	4	
Guard	11	11	
Baron	4	4	
Baron	10	10	Baron,Priest,Prince,Baron
Baron	9	9	Baron,Countess,Guard,Handmaid,King
Baron.opp	2	2	
Baron.opp	11	11	
Baron.opp	5	5	
Baron	3	3	Baron
Guard	4	4	Guard,Priest
Baron	5	5	
Baron.opp	3	3	
Baron	4	4	
Guard	8	8	Guard,Guard,Prince,King
Guard	2	2	Guard
Baron	2	2	Baron
Baron.opp	4	4	Prince
Baron	4	4	
Baron	6	6	Baron,Handmaid,Prince
Baron.opp	2	2	
Baron	3	3	Baron
Baron	7	7	
Baron.opp	5	5	
Baron.opp	3	3	
Guard	5	5	Guard,Guard
Baron	10	10	
Baron	4	4	
Baron	10	10	Baron,King,Prince,Guard,Baron
Baron	3	3	
Baron.opp	2	2	
Baron	3	3	Baron
Guard	2	2	Guard
Baron	5	5	
Baron.opp	3	3	
Baron	4	4	
Baron	10	10	Baron,Prince,Guard,King
Baron.opp	4	4	
Guard	11	11	Guard,Prince,Guard,Baron
Baron	3	3	
Baron	5	5	
Baron.opp	2	2	
Baron.opp	7	7	
Baron	5	5	Baron,Handmaid
Baron	3	3	
Baron	4	4	
Guard	5	5	Guard,King
Baron.opp	5	5	
Baron	10	10	Baron,Priest,Prince,Baron
Baron	9	9	
Baron.opp	2	2	
Guard	7	7	Guard,Baron,Prince
Baron.opp	4	4	Prince
Guard	11	11	
Guard	3	3	
Baron	5	5	Baron,Handmaid
Baron	3	3	
Baron	6	6	
Baron.end	10	10	Princess,Handmaid,King,Guard
Baron.opp	9	9	
Baron	6	6	Baron,Countess,Baron
Baron.opp	4	4	Prince
Baron	4	4	
Baron	9	9	Baron,Handmaid,Prince
Baron	4	4	
Guard.end	10	10	
Guard	6	6	Guard,Handmaid,Handmaid
Baron	3	3	
Guard	2	2	
Prince.opp	5	5	Prince,King
Baron.opp	7	7	
Guard	5	5	
Baron.opp	3	3	
Baron.opp	2	2	
Guard	6	6	
Baron	4	4	
Baron	3	3	
Baron	4	4	
Baron.end	10	10	Handmaid,Handmaid,King,Guard
Baron.opp	9	9	
Baron	6	6	Baron,Baron,Prince
Baron	7	7	Baron,Guard,King,Prince
Baron.opp	4	4	King,Prince
Baron	10	10	Baron,Guard,Countess,Guard,Prince
Baron.opp	5	5	
Baron.opp	11	11	
Baron	4	4	Baron
Baron	2	2	Baron
Baron	4	4	Baron,Priest
Guard	4	4	Guard,Guard
Baron	6	6	Baron,Guard,Guard
Guard	4	4	
Baron	9	9	
Baron.opp	4	4	
Guard	6	6	
Baron.opp	6	6	
Guard	11	11	
Guard	11	11	Guard,Handmaid,Prince,Priest,King,Baron
Baron	2	2	Baron
Baron	7	7	Baron,Handmaid,Priest,Prince
Baron	2	2	Baron
Guard	9	9	Guard,Handmaid,Princess,Guard
Guard	2	2	Guard
Guard	4	4	
Guard	11	11	Guard,Prince,Guard,Baron
Baron.opp	4	4	King,Prince
Guard	6	6	
Baron	6	6	Baron,Baron,Prince
Guard	11	11	
Baron	3	3	Baron
Baron.opp	6	6	
Baron	9	9	Baron,Guard,Priest,Prince
Baron.opp	9	9	
Baron	4	4	Baron
Guard	7	7	
Baron.opp	2	2	
Guard	6	6	
Guard.end	10	10	
Baron	10	10	
Baron	4	4	Baron
Baron	2	2	Baron
Guard	11	11	Guard,Prince,Guard,Guard,Priest
Baron	2	2	Baron
Baron	8	8	Baron,Priest,Guard,Handmaid
Princess.end	10	10	
Guard	8	8	Guard,Guard,Prince,Baron
Baron.opp	4	4	
Baron.opp	5	5	Countess,Prince
Baron.opp	4	4	Prince
Guard	11	11	Guard,Prince,Guard,Guard,Guard,Countess
Guard	5	5	Guard,Priest
Baron	6	6	Baron,Guard,Handmaid
Prince.opp	2	2	Prince
Baron.opp	4	4	Prince
Baron	4	4	
Guard	2	2	
Baron	6	6	Baron,Baron,Prince
Baron.opp	11	11	Prince,Priest,Guard,Prince,Countess
Countess.end	10	10	
Baron.opp	2	2	
Guard	8	8	
Baron	3	3	Baron
Baron.opp	9	9	Priest,Guard,Priest,Handmaid
Prince.opp	11	11	
Baron	8	8	Baron,Priest,Countess
Baron.opp	4	4	King,Prince
Baron	7	7	Baron,Handmaid,Guard
Baron	4	4	Baron,Handmaid
Baron.opp	10	10	
Baron	4	4	Baron
Baron	6	6	Baron,Guard,Handmaid
Baron.opp	7	7	
Baron	3	3	Baron
Guard	6	6	Guard,Priest,Handmaid
Baron.opp	6	6	Prince,Guard
Baron.opp	4	4	Prince
Guard	6	6	Guard,Guard,Countess
King.end	10	10	
Prince.opp	6	6	
Baron.opp	7	7	Guard,Prince,Priest
Baron	2	2	Baron
Baron	8	8	Baron,Guard,Priest,Handmaid
Baron.opp	10	10	Prince,Handmaid,Priest,King
Baron	4	4	
Guard	11	11	
Baron	3	3	Baron
Baron.opp	6	6	
Guard	6	6	Guard,Guard,Priest
Baron	2	2	Baron
Guard	4	4	Guard,Priest
Baron	10	10	
Guard	7	7	
Guard	5	5	Guard,Countess
Guard	8	8	Guard,Guard,Handmaid,Guard
Baron	8	8	
Baron	6	6	Baron,Handmaid
Guard	11	11	
Baron	3	3	Baron
Baron	2	2	Baron
Guard	5	5	Guard,Prince,Priest
Baron	2	2	Baron
Baron.opp	6	6	
Guard	11	11	
Baron	8	8	Baron,Priest,Countess
Baron	6	6	
Baron	8	8	
Baron	5	5	
Baron.opp	9	9	Princess,Handmaid,Baron,King
Guard	2	2	Guard
Baron.opp	2	2	
Guard	11	11	Guard,Prince,Guard,Handmaid
Prince.opp	2	2	Prince
Baron	2	2	Baron
Baron.opp	10	10	
Baron	10	10	Baron,Priest,Handmaid,Guard
Baron	5	5	Baron,Countess,Priest
Prince.opp	2	2	Prince
Baron	9	9	
Baron	8	8	Baron,Handmaid,Prince,Guard
Baron	2	2	Baron
Prince.opp	2	2	Prince
Baron	2	2	Baron
Baron	8	8	Baron,Handmaid,Guard,Priest
Baron.opp	9	9	
Baron.opp	6	6	
Baron.opp	6	6	
Baron.opp	9	9	
Guard	2	2	
Baron.opp	9	9	Princess,Baron,King,Handmaid
Guard	4	4	Guard,Guard
Guard	11	11	Guard,Guard,Priest,Prince,Prince,Handmaid
Guard	7	7	Guard,Handmaid,Prince,Priest
Baron	2	2	Baron
Guard	6	6	Guard,Priest,Handmaid
Guard	11	11	Guard,Handmaid,Priest,King,Priest,Princess
Guard	3	3	
Baron	6	6	Baron,Handmaid
Baron.opp	8	8	
Baron	5	5	
Baron	6	6	
Guard	3	3	Guard
Baron	4	4	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	10	10	Baron,Baron,Guard,Guard,Priest
Baron.opp	10	10	Prince,Priest,Handmaid,King
Guard	7	7	Guard,Baron,Priest,Countess
Prince.opp	2	2	Prince
Baron.opp	8	8	
Princess.end	10	10	Handmaid,Baron,Prince,Guard
Baron.opp	9	9	
Baron.end	10	10	
Baron	2	2	
Baron.opp	5	5	Guard
Guard	6	6	Guard,Priest,Handmaid
Baron.opp	10	10	Prince,Handmaid,Priest,Princess
Baron	4	4	Baron,Priest
Prince.opp	2	2	Prince
Baron	9	9	
Guard	2	2	
Baron	6	6	Baron,Handmaid
Guard	2	2	Guard
Guard	11	11	Guard,Guard,Priest,Prince,Prince,Handmaid
Baron.opp	10	10	Prince,Handmaid,Priest,Princess
Baron	5	5	Baron,Priest
Guard	5	5	Guard,Handmaid,Prince
Guard	2	2	Guard
Baron	8	8	
Baron.opp	6	6	Baron,Handmaid
Guard	11	11	Guard,Baron,King,Priest,Guard,Guard
Guard	9	9	Guard,Guard,Prince,Prince,Handmaid
Guard	3	3	
Guard	5	5	
Guard	5	5	Guard,Guard
Baron.opp	3	3	Guard
Baron	6	6	Baron,Handmaid,Handmaid
Prince.opp	11	11	
Baron	2	2	
Baron.opp	2	2	
Guard	7	7	
Baron.opp	8	8	Guard,Countess,Guard
Baron.opp	8	8	Prince,Guard,Handmaid
Baron	3	3	
Baron	2	2	
Baron	6	6	
Guard	6	6	
Baron	5	5	
Baron	8	8	Baron,Handmaid,King
Baron	8	8	
Baron	2	2	
Baron.opp	2	2	
Guard	4	4	
Baron.opp	10	10	Princess,Guard,Countess,Guard
Guard	5	5	
Baron.opp	10	10	
Baron.opp	2	2	
Baron.opp	6	6	
Guard	6	6	
Baron	2	2	
Baron.opp	4	4	
Guard	4	4	
King.end	10	10	Guard,Princess,Guard,Countess,Guard
Baron	8	8	
Baron.opp	6	6	Prince,Prince,Guard
Baron	6	6	Baron,Handmaid,Handmaid
Guard	11	11	Guard,Handmaid,Handmaid,Guard,Guard
Countess.end	10	10	
Baron.opp	2	2	
Baron	7	7	Baron,Handmaid,Prince,Prince
Baron.opp	10	10	
Baron.opp	3	3	
Baron	4	4	
Baron	4	4	Baron,Guard
Baron	4	4	Baron,Priest
Baron.opp	6	6	Prince,Handmaid
Baron	8	8	
Baron	6	6	
Baron.opp	2	2	
Guard	4	4	
Guard	3	3	Guard
Baron.opp	8	8	Prince,Guard,Handmaid
Guard	5	5	
Baron	4	4	Baron,Guard
Baron	4	4	Baron,Priest
Baron.opp	3	3	Priest
Guard	2	2	Guard
Guard	11	11	
Baron.opp	2	2	
Baron	7	7	Baron,Handmaid,Prince
Guard	8	8	Guard,Priest,Guard,Guard
Guard	4	4	Guard,Handmaid
Baron	7	7	
Baron	2	2	
Baron	9	9	
Priest.end	10	10	
Baron	6	6	Baron,Priest
Baron	10	10	
Guard	7	7	Guard,Prince,Handmaid
Guard	4	4	
Baron.opp	2	2	
Baron	7	7	Baron,Handmaid,Prince,Prince
Guard	2	2	Guard
Guard	5	5	
Guard	5	5	Guard,Guard
Guard	6	6	
Guard	11	11	
Baron	2	2	
Baron.opp	6	6	Guard,Handmaid
Baron	6	6	
Guard	11	11	
Baron	2	2	Baron
Prince.opp	5	5	Prince,Prince
Guard	2	2	Guard
Baron.opp	7	7	Princess,Guard,Handmaid
Baron	3	3	
Baron.opp	4	4	
Guard	5	5	Guard,Priest
Baron	3	3	
Baron	8	8	Baron,Priest,Handmaid
Baron	6	6	
Guard	8	8	Guard,Princess,Handmaid,Priest
Baron.opp	7	7	
Guard	3	3	Guard
Baron.opp	3	3	Princess
Baron	7	7	
Baron	2	2	
Baron	4	4	
Baron	2	2	
Baron.opp	8	8	
Baron	5	5	Baron,Guard
Guard	11	11	
Guard	2	2	Guard
Guard	4	4	Guard,Princess
Guard	5	5	
Baron	2	2	
Baron	4	4	
Baron	2	2	
Countess.end	10	10	
Baron	5	5	Baron,Guard
Guard	11	11	
Guard	4	4	
Baron	8	8	
Guard	5	5	Guard,Handmaid
Baron.opp	4	4	Guard,Prince
Baron	4	4	Baron,Priest
Baron.opp	3	3	Priest
Countess.end	10	10	King,Handmaid,Guard,Princess,Handmaid
Countess.end	10	10	Guard,Guard,Priest,Guard,Priest
Guard	9	9	Guard,Guard,Prince,Prince,Handmaid
Guard	5	5	
Baron	4	4	Baron,Guard
Baron	9	9	Baron,Prince,Priest,Baron
Baron.opp	3	3	Priest
Baron.opp	6	6	
Guard	4	4	Guard,Guard
Princess.end	10	10	Guard,Guard,King,Prince,Prince,Handmaid
King.end	10	10	
Guard	11	11	Guard,Guard,Prince,Guard,Handmaid
Baron	5	5	
Guard	4	4	
Baron.opp	2	2	
Guard	2	2	Guard
Prince.opp	6	6	
Baron	2	2	
Baron.opp	6	6	
Guard	4	4	
Guard	11	11	Guard,Princess,King,Handmaid,Prince
Guard	6	6	
Guard	7	7	Guard,Baron,Handmaid,Prince
Baron	5	5	
Baron	6	6	
Baron	4	4	Baron,Priest
Baron.opp	3	3	Priest
Prince.opp	5	5	Handmaid,Handmaid
Guard	2	2	Guard
Guard.end	10	10	Baron,King,Princess,Priest,Handmaid,Prince
Prince.opp	4	4	Prince,Guard
Baron	4	4	
Baron	4	4	
Baron.opp	4	4	Priest
Guard	5	5	Guard,Countess,Priest
Baron.opp	6	6	
Guard	4	4	Guard
Guard	7	7	Guard,Prince,Handmaid
Guard	11	11	Guard,Baron,Handmaid,Prince,Guard
Baron	4	4	
Baron	4	4	
Baron	9	9	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	4	4	
Baron.opp	4	4	
Baron	3	3	Baron
Baron.opp	11	11	
Baron	6	6	Baron,Guard,Guard
Guard	11	11	
Prince.opp	5	5	Prince,Countess
Guard	9	9	
Baron	4	4	
Baron.opp	7	7	
Baron.opp	2	2	
Baron	3	3	
Baron.opp	3	3	
Baron	3	3	
Guard	11	11	
Baron	9	9	
Prince.opp	6	6	Prince,Handmaid
Baron	5	5	
Princess.end	10	10	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	5	5	
Baron.opp	4	4	
Guard	8	8	
Baron	9	9	
Priest.end	10	10	
Baron.opp	6	6	
Baron	6	6	
Baron.opp	2	2	
Baron	2	2	Baron
Baron	5	5	
Baron	9	9	Baron,Priest,Countess,Baron
Countess.end	10	10	
Baron.opp	9	9	
Baron	4	4	Baron,Handmaid
Baron.opp	3	3	Priest
Baron	5	5	
Baron.opp	2	2	
Baron	2	2	Baron
Guard	2	2	Guard
Guard	8	8	
Baron.opp	3	3	
Guard	7	7	Guard,Handmaid,Guard
Baron	5	5	Baron,Baron,Prince
Baron	4	4	
Baron.opp	6	6	
Guard	4	4	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	9	9	Baron,King,Prince,Baron
Guard	11	11	Guard,Countess,Princess,Prince,Handmaid
Guard	2	2	Guard
Princess.end	10	10	Guard,Handmaid,Prince,Guard,Countess,Baron
Guard	3	3	
Princess.end	10	10	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	2	2	
Baron.opp	4	4	
Guard	5	5	Guard,Handmaid
Guard	5	5	
Guard	11	11	Guard,Handmaid,Guard,Baron,Prince,King
Guard	3	3	
Guard	3	3	Guard
Baron.opp	4	4	
Baron	5	5	
Baron.opp	2	2	
Baron	2	2	Baron
Guard	4	4	Guard,Guard
Guard	10	10	
Baron	3	3	Baron
Guard	7	7	
Guard	10	10	
Guard	3	3	Guard
Guard	9	9	Guard,Priest,Guard,Countess,Guard
Baron.opp	4	4	
Baron	7	7	Baron,Priest,Priest
Baron	2	2	Baron
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	9	9	Baron,King,Prince,Baron
Guard	11	11	
Guard	7	7	Guard,Handmaid,Guard
Guard	10	10	
Baron	4	4	
Guard	4	4	
Baron	4	4	
Guard	6	6	
Baron	2	2	
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron.opp	9	9	
Guard	2	2	
Guard	2	2	
Baron	5	5	
Guard	3	3	Guard
Guard	2	2	Guard
Baron.opp	4	4	
Guard	2	2	
Baron	2	2	
Guard	4	4	Guard,Guard
Guard	8	8	Guard,Handmaid,Countess,Baron,Prince
Baron.opp	3	3	Princess
Guard	7	7	
Baron.opp	5	5	King,Prince
Guard	3	3	
Guard	9	9	
Guard	2	2	
Guard	6	6	
Baron	2	2	
Guard	3	3	Guard
Prince.opp	11	11	
Baron	9	9	Baron,Priest,Prince,Baron
Guard	10	10	Guard,Countess,Princess,Prince,Handmaid
Guard	7	7	
Baron	8	8	Baron,Prince,King
Baron	4	4	Baron,King
Prince.end	10	10	
Baron	4	4	
Guard	4	4	
Baron	2	2	
Baron	4	4	
Prince.opp	11	11	Handmaid,Handmaid,Guard,Priest,Guard
Guard	11	11	
Prince.opp	8	8	
Prince.opp	11	11	
Baron	5	5	
Baron	4	4	
Prince.end	10	10	Handmaid,King,Guard,Priest,Priest
Baron.opp	4	4	
Baron	7	7	Baron,Priest,Priest
Baron.opp	3	3	Countess
Guard	11	11	Guard,Baron,Handmaid,Guard,Guard
Guard	11	11	Guard,Handmaid,Guard,Guard,Guard
Baron.opp	4	4	
Baron.opp	4	4	Princess
Guard	2	2	Guard
Guard	3	3	
Baron	5	5	
Guard	3	3	Guard
Prince.opp	10	10	
Baron	5	5	Baron,Guard
Baron	7	7	
Baron	2	2	
Baron	4	4	
Guard	6	6	
Guard	10	10	Guard,Handmaid,Guard,Countess,Baron
Baron	4	4	Baron,King
Guard	8	8	
Guard	2	2	
Baron.opp	7	7	
Baron	2	2	
Baron	4	4	
Guard	11	11	Guard,Handmaid,Prince,Guard,Guard
Guard	2	2	Guard
Guard	9	9	Guard,Baron,Prince,Priest,Handmaid
Guard	2	2	Guard
Guard	7	7	Guard,Guard,Priest
Baron	4	4	Baron,King
Prince.opp	10	10	
Guard	3	3	Guard
Guard	5	5	
Baron	2	2	
Guard	3	3	Guard
Prince.opp	10	10	Prince,Handmaid,Guard,Guard,Guard
Baron	5	5	
Baron.opp	5	5	
Guard	11	11	
Baron.opp	9	9	King,Prince,Guard,Guard
